posto,ano,pico,duracao,volume
barra_grande,1997,3457.4,3,1030.93
barra_grande,1998,2047.5,4,678.02
barra_grande,1999,2043.4,1,353.1
barra_grande,2000,2045.1,4,715.94
barra_grande,2001,2602.5,3,772.18
barra_grande,2002,1676.4,2,388.76
barra_grande,2003,1336.0,2,326.17
barra_grande,2004,1514.7,2,370.65
barra_grande,2005,5873.8,2,1352.8
barra_grande,2006,2872.0,2,679.92
barra_grande,2007,4277.2,2,939.81
barra_grande,2008,5528.0,2,1116.97
barra_grande,2009,5274.1,2,1092.92
barra_grande,2010,3207.8,2,819.89
barra_grande,2011,7155.5,2,1419.02
barra_grande,2012,1142.3,2,285.63
barra_grande,2013,3816.5,1,659.49
barra_grande,2014,5953.0,4,1777.78
barra_grande,2015,5486.0,2,1188.87
barra_grande,2016,4817.4,2,1035.18
barra_grande,2017,5542.3,9,2577.67
barra_grande,2018,1903.5,2,456.71
barra_grande,2019,4274.1,2,846.94
barra_grande,2020,3916.7,2,813.51
barra_grande,2021,1881.0,1,325.04
barra_grande,2022,5744.1,3,1638.58
barra_grande,2023,8664.3,4,1911.38
machadinho,1940,3448.8,3,1092.2
machadinho,1941,5720.3,3,1593.49
machadinho,1942,3366.6,2,799.29
machadinho,1943,5452.8,3,1450.91
machadinho,1944,1366.6,0,0.0
machadinho,1945,896.3,0,0.0
machadinho,1946,3271.7,3,960.93
machadinho,1947,2362.2,2,594.86
machadinho,1948,4795.0,3,1417.51
machadinho,1949,1781.1,0,0.0
machadinho,1950,7088.5,3,1889.1
machadinho,1951,4516.1,6,2247.7
machadinho,1952,3157.8,2,788.3
machadinho,1953,4030.0,11,3016.98
machadinho,1954,5933.4,7,3323.64
machadinho,1955,4722.9,6,2263.33
machadinho,1956,2932.8,2,723.06
machadinho,1957,6779.6,10,4011.84
machadinho,1958,3446.3,3,1070.02
machadinho,1959,3129.4,2,759.34
machadinho,1960,3187.4,2,785.25
machadinho,1961,5573.3,4,1982.91
machadinho,1962,2989.5,3,950.94
machadinho,1963,5344.8,4,1861.21
machadinho,1964,1895.6,0,0.0
machadinho,1965,12291.4,4,4072.27
machadinho,1966,4091.4,2,955.29
machadinho,1967,5423.6,2,1275.24
machadinho,1968,2070.8,1,357.83
machadinho,1969,3544.0,3,1090.59
machadinho,1970,2876.4,2,695.27
machadinho,1971,4535.3,7,2029.33
machadinho,1972,7989.1,4,2799.85
machadinho,1973,4544.2,2,1075.07
machadinho,1974,2241.1,1,387.26
machadinho,1975,4723.5,3,1364.98
machadinho,1976,3788.0,2,891.36
machadinho,1977,8193.0,3,2172.9
machadinho,1978,1897.0,0,0.0
machadinho,1979,5265.5,6,2132.9
machadinho,1980,4839.9,4,1741.74
machadinho,1981,2358.2,2,601.31
machadinho,1982,5636.3,3,1482.86
machadinho,1983,14391.5,5,5089.57
machadinho,1984,12902.3,4,3641.07
machadinho,1985,1904.5,1,329.1
machadinho,1986,2608.9,1,450.82
machadinho,1987,5628.4,3,1580.21
machadinho,1988,3397.4,2,816.96
machadinho,1989,7276.6,5,2631.87
machadinho,1990,7720.9,9,5453.21
machadinho,1991,2715.9,2,649.14
machadinho,1992,9957.2,7,3693.92
machadinho,1993,4766.4,3,1421.33
machadinho,1994,3128.2,3,1012.41
machadinho,1995,2764.5,4,1054.99
machadinho,1996,3646.9,2,911.58
machadinho,1997,8509.3,12,4423.93
machadinho,1998,6806.4,7,3228.82
machadinho,1999,6151.2,3,1716.17
machadinho,2000,5844.7,5,2315.68
machadinho,2001,7962.1,4,2513.76
machadinho,2002,2719.4,4,1110.72
machadinho,2003,3135.4,4,1173.04
machadinho,2004,3131.8,2,727.15
machadinho,2005,7543.2,3,2226.5
machadinho,2006,3716.5,1,642.21
machadinho,2007,5272.0,2,1117.99
machadinho,2008,7905.8,4,2330.1
machadinho,2009,7708.0,3,2040.6
machadinho,2010,6959.5,6,2637.62
machadinho,2011,10109.1,3,2572.99
machadinho,2012,2279.1,2,558.05
machadinho,2013,6758.3,2,1454.89
machadinho,2014,11024.6,4,3234.16
machadinho,2015,8327.7,16,6691.41
machadinho,2016,5107.1,2,1255.25
machadinho,2017,9067.2,10,6537.94
machadinho,2018,3751.4,3,1207.92
machadinho,2019,4499.9,2,1097.14
machadinho,2020,4838.0,2,1147.96
machadinho,2021,3193.5,2,794.8
machadinho,2022,9215.2,3,2751.51
machadinho,2023,14131.4,3,3947.3
ita,1940,4866.2,2,1138.23
ita,1941,9206.6,2,2090.67
ita,1942,4820.0,2,1214.18
ita,1943,7930.9,3,2382.33
ita,1944,1610.5,0,0.0
ita,1945,1299.5,0,0.0
ita,1946,4825.8,2,1133.05
ita,1947,4277.9,2,1050.5
ita,1948,8734.3,2,2019.41
ita,1949,2425.8,0,0.0
ita,1950,11607.1,2,2624.56
ita,1951,7698.7,5,3321.35
ita,1952,5208.8,2,1251.51
ita,1953,6910.6,8,3624.06
ita,1954,10570.0,4,3426.32
ita,1955,7655.5,2,1761.97
ita,1956,4251.3,4,1674.86
ita,1957,9384.4,9,5270.89
ita,1958,6102.3,2,1397.89
ita,1959,5343.7,2,1281.17
ita,1960,4497.4,2,1115.66
ita,1961,7943.2,4,2892.52
ita,1962,4437.8,1,766.85
ita,1963,8913.3,3,2514.4
ita,1964,3287.5,1,568.08
ita,1965,15592.5,4,5530.18
ita,1966,5910.5,3,1724.24
ita,1967,9071.5,3,2594.86
ita,1968,2827.7,0,0.0
ita,1969,4583.9,2,1097.95
ita,1970,4571.1,2,1085.5
ita,1971,7346.1,2,1671.74
ita,1972,13576.3,4,4781.41
ita,1973,6892.8,2,1608.99
ita,1974,3538.5,1,611.45
ita,1975,7643.5,3,2310.06
ita,1976,5185.1,2,1196.64
ita,1977,9828.6,2,2342.38
ita,1978,3571.1,1,617.09
ita,1979,8131.3,3,2496.53
ita,1980,6615.0,3,2066.49
ita,1981,3152.0,0,0.0
ita,1982,9293.2,2,2123.63
ita,1983,20520.7,6,10512.57
ita,1984,18964.6,4,5727.34
ita,1985,3524.7,1,609.07
ita,1986,4210.0,1,727.49
ita,1987,8768.3,3,2399.41
ita,1988,4341.8,1,750.26
ita,1989,11735.0,4,3853.91
ita,1990,14272.6,3,3696.51
ita,1991,3467.7,2,898.71
ita,1992,14597.0,4,4453.19
ita,1993,7151.8,3,2125.23
ita,1994,5644.5,2,1357.21
ita,1995,4995.0,2,1202.1
ita,1996,5436.4,2,1286.87
ita,1997,12669.5,4,3609.33
ita,1998,9881.0,5,3601.07
ita,1999,8045.0,3,2427.67
ita,2000,7141.3,4,2628.48
ita,2001,11771.4,4,3904.34
ita,2002,5235.3,2,1264.35
ita,2003,5015.5,3,1572.48
ita,2004,4076.6,2,1030.92
ita,2005,10697.7,3,3091.95
ita,2006,4422.9,2,1139.75
ita,2007,6705.5,2,1737.09
ita,2008,8533.8,3,2344.95
ita,2009,10211.6,2,2537.96
ita,2010,9775.7,5,3948.63
ita,2011,11561.7,2,2628.61
ita,2012,3317.5,2,856.58
ita,2013,10252.8,3,2844.04
ita,2014,17955.5,4,5913.34
ita,2015,11479.5,3,3511.18
ita,2016,6200.3,2,1378.6
ita,2017,13543.8,4,4243.51
ita,2018,5152.5,3,1608.52
ita,2019,6589.3,2,1549.67
ita,2020,5888.3,2,1385.73
ita,2021,3837.8,2,967.59
ita,2022,11820.2,3,3342.35
ita,2023,17710.9,4,5602.82
passo_fundo,1949,110.1,0,0.0
passo_fundo,1950,208.7,4,80.52
passo_fundo,1951,194.9,7,123.22
passo_fundo,1952,131.7,0,0.0
passo_fundo,1953,292.5,9,222.26
passo_fundo,1954,704.4,2,152.44
passo_fundo,1955,565.9,1,97.79
passo_fundo,1956,263.0,2,65.84
passo_fundo,1957,255.8,6,134.58
passo_fundo,1958,275.1,7,154.29
passo_fundo,1959,146.7,2,38.01
passo_fundo,1960,166.8,2,41.9
passo_fundo,1961,274.2,8,168.26
passo_fundo,1962,119.9,0,0.0
passo_fundo,1963,259.3,7,144.4
passo_fundo,1964,150.0,1,25.92
passo_fundo,1965,439.3,7,232.06
passo_fundo,1966,320.3,7,173.55
passo_fundo,1967,305.3,5,132.66
passo_fundo,1968,97.0,0,0.0
passo_fundo,1969,168.9,3,57.07
passo_fundo,1970,242.0,7,145.84
passo_fundo,1971,526.4,7,224.3
passo_fundo,1972,997.2,7,411.32
passo_fundo,1973,1252.3,2,288.57
passo_fundo,1974,377.2,1,65.18
passo_fundo,1975,613.3,2,137.74
passo_fundo,1976,481.5,4,147.29
passo_fundo,1977,567.5,1,98.06
passo_fundo,1978,417.6,2,100.66
passo_fundo,1979,775.8,2,173.55
passo_fundo,1980,411.7,2,83.83
passo_fundo,1981,265.6,2,65.9
passo_fundo,1982,1125.5,2,229.75
passo_fundo,1983,1161.3,9,549.83
passo_fundo,1984,1254.9,3,261.18
passo_fundo,1985,556.4,2,112.48
passo_fundo,1986,368.8,1,63.73
passo_fundo,1987,824.0,2,183.72
passo_fundo,1988,374.9,1,64.78
passo_fundo,1989,1141.9,4,277.31
passo_fundo,1990,1323.9,4,469.5
passo_fundo,1991,509.7,2,108.72
passo_fundo,1992,760.6,2,182.22
passo_fundo,1993,1305.1,4,333.12
passo_fundo,1994,742.2,1,128.25
passo_fundo,1995,677.2,2,134.13
passo_fundo,1996,658.8,1,113.84
passo_fundo,1997,991.0,3,220.57
passo_fundo,1998,902.0,1,155.87
passo_fundo,1999,864.6,1,149.4
passo_fundo,2000,729.0,2,154.19
passo_fundo,2001,440.5,2,91.32
passo_fundo,2002,617.9,2,131.33
passo_fundo,2003,471.0,5,163.41
passo_fundo,2004,253.8,1,43.86
passo_fundo,2005,1020.3,2,202.37
passo_fundo,2006,310.0,2,67.63
passo_fundo,2007,287.1,6,127.92
passo_fundo,2008,288.4,6,134.83
passo_fundo,2009,425.1,5,157.97
passo_fundo,2010,419.5,4,119.78
passo_fundo,2011,752.9,5,241.45
passo_fundo,2012,270.7,2,59.08
passo_fundo,2013,457.6,3,129.4
passo_fundo,2014,1268.4,3,374.78
passo_fundo,2015,798.2,6,241.09
passo_fundo,2016,571.9,1,98.82
passo_fundo,2017,859.1,13,516.08
passo_fundo,2018,363.5,2,81.98
passo_fundo,2019,372.6,3,96.74
passo_fundo,2020,693.4,3,163.13
passo_fundo,2021,383.3,1,66.23
passo_fundo,2022,585.1,1,101.11
passo_fundo,2023,1200.8,44,1672.22
mojolinho,1949,179.9,0,0.0
mojolinho,1950,337.6,4,137.19
mojolinho,1951,320.0,6,179.39
mojolinho,1952,216.0,0,0.0
mojolinho,1953,478.7,9,356.79
mojolinho,1954,973.8,19,1047.32
mojolinho,1955,691.2,1,119.44
mojolinho,1956,417.5,2,97.61
mojolinho,1957,415.1,7,249.53
mojolinho,1958,451.0,7,246.38
mojolinho,1959,240.9,3,81.42
mojolinho,1960,269.5,3,89.36
mojolinho,1961,438.8,8,266.68
mojolinho,1962,187.8,0,0.0
mojolinho,1963,418.7,7,249.04
mojolinho,1964,219.7,1,37.96
mojolinho,1965,702.4,8,426.34
mojolinho,1966,507.4,19,549.93
mojolinho,1967,487.8,6,249.5
mojolinho,1968,156.3,0,0.0
mojolinho,1969,341.8,4,139.89
mojolinho,1970,354.9,10,278.42
mojolinho,1971,711.0,8,342.55
mojolinho,1972,1720.9,8,684.69
mojolinho,1973,1860.6,6,547.72
mojolinho,1974,685.1,2,169.88
mojolinho,1975,902.5,2,194.28
mojolinho,1976,771.2,4,233.63
mojolinho,1977,744.1,2,163.04
mojolinho,1978,722.3,2,167.48
mojolinho,1979,1216.6,2,262.09
mojolinho,1980,721.0,2,166.81
mojolinho,1981,480.1,2,109.51
mojolinho,1982,1348.4,2,271.61
mojolinho,1983,1676.4,28,2097.59
mojolinho,1984,1374.0,3,292.57
mojolinho,1985,783.3,3,224.15
mojolinho,1986,712.0,5,295.51
mojolinho,1987,1280.6,3,374.02
mojolinho,1988,683.4,2,166.37
mojolinho,1989,1103.0,3,282.55
mojolinho,1990,2641.0,4,880.94
mojolinho,1991,688.7,2,143.39
mojolinho,1992,1153.9,2,262.21
mojolinho,1993,2082.0,5,665.96
mojolinho,1994,1498.1,3,408.62
mojolinho,1995,1153.7,3,317.44
mojolinho,1996,935.5,1,161.65
mojolinho,1997,1817.1,13,919.83
mojolinho,1998,1474.7,2,360.7
mojolinho,1999,1486.6,1,256.88
mojolinho,2000,1048.0,2,218.5
mojolinho,2001,869.6,3,239.64
mojolinho,2002,1055.9,4,391.16
mojolinho,2003,683.6,6,269.34
mojolinho,2004,353.9,1,61.15
mojolinho,2005,1632.1,3,448.64
mojolinho,2006,437.8,1,75.65
mojolinho,2007,412.2,6,192.24
mojolinho,2008,443.0,6,205.76
mojolinho,2009,610.2,6,285.22
mojolinho,2010,574.8,6,237.12
mojolinho,2011,1056.0,5,347.92
mojolinho,2012,382.4,1,66.08
mojolinho,2013,682.8,3,189.39
mojolinho,2014,1935.8,3,550.42
mojolinho,2015,1080.2,12,529.81
mojolinho,2016,723.7,1,125.06
mojolinho,2017,1230.8,13,776.46
mojolinho,2018,523.3,2,115.45
mojolinho,2019,521.8,3,139.63
mojolinho,2020,974.9,2,210.26
mojolinho,2021,502.1,1,86.76
mojolinho,2022,853.6,2,213.92
mojolinho,2023,1759.8,44,2573.93
foz_do_chapeco,1940,4716.6,1,815.03
foz_do_chapeco,1941,8120.7,2,1856.24
foz_do_chapeco,1942,6644.6,3,1982.9
foz_do_chapeco,1943,8279.1,3,2386.83
foz_do_chapeco,1944,2026.0,0,0.0
foz_do_chapeco,1945,1435.1,0,0.0
foz_do_chapeco,1946,6130.8,5,2457.09
foz_do_chapeco,1947,4037.7,1,697.71
foz_do_chapeco,1948,9805.4,3,2673.17
foz_do_chapeco,1949,2738.8,0,0.0
foz_do_chapeco,1950,11939.1,3,3096.58
foz_do_chapeco,1951,8898.4,5,3922.89
foz_do_chapeco,1952,5683.9,2,1395.7
foz_do_chapeco,1953,7628.3,9,4582.55
foz_do_chapeco,1954,12492.3,4,4360.93
foz_do_chapeco,1955,8237.6,6,3952.37
foz_do_chapeco,1956,4605.5,4,1861.36
foz_do_chapeco,1957,10203.0,9,5904.42
foz_do_chapeco,1958,6467.2,2,1522.64
foz_do_chapeco,1959,5660.1,2,1382.82
foz_do_chapeco,1960,4945.1,2,1245.27
foz_do_chapeco,1961,8521.0,4,3073.19
foz_do_chapeco,1962,4827.3,2,1144.13
foz_do_chapeco,1963,9367.7,3,2727.96
foz_do_chapeco,1964,3512.0,0,0.0
foz_do_chapeco,1965,17050.8,5,6503.43
foz_do_chapeco,1966,6407.4,3,1921.68
foz_do_chapeco,1967,10036.2,3,2969.87
foz_do_chapeco,1968,3355.8,0,0.0
foz_do_chapeco,1969,4955.0,3,1598.29
foz_do_chapeco,1970,5215.0,2,1279.27
foz_do_chapeco,1971,8760.8,6,3410.44
foz_do_chapeco,1972,16569.2,4,5311.98
foz_do_chapeco,1973,8228.0,3,2545.78
foz_do_chapeco,1974,3943.5,1,681.44
foz_do_chapeco,1975,9092.7,2,2112.89
foz_do_chapeco,1976,6433.3,2,1536.01
foz_do_chapeco,1977,11966.4,3,3331.2
foz_do_chapeco,1978,4123.5,2,1064.68
foz_do_chapeco,1979,9199.3,3,2659.3
foz_do_chapeco,1980,7759.2,2,1866.53
foz_do_chapeco,1981,3575.1,1,617.78
foz_do_chapeco,1982,9812.2,3,2691.73
foz_do_chapeco,1983,23292.9,6,10856.75
foz_do_chapeco,1984,20645.6,4,6829.15
foz_do_chapeco,1985,5297.9,2,1300.99
foz_do_chapeco,1986,4434.0,1,766.2
foz_do_chapeco,1987,10557.5,3,3205.47
foz_do_chapeco,1988,5133.8,2,1280.02
foz_do_chapeco,1989,13712.3,4,3997.32
foz_do_chapeco,1990,19409.9,4,5713.79
foz_do_chapeco,1991,3841.1,2,979.32
foz_do_chapeco,1992,17499.6,8,7399.9
foz_do_chapeco,1993,9847.4,3,2644.03
foz_do_chapeco,1994,7951.9,6,3707.27
foz_do_chapeco,1995,5325.1,2,1328.85
foz_do_chapeco,1996,6046.2,3,1823.63
foz_do_chapeco,1997,15776.2,4,4875.64
foz_do_chapeco,1998,12469.0,6,4932.11
foz_do_chapeco,1999,9467.2,3,2630.4
foz_do_chapeco,2000,8218.3,3,2610.27
foz_do_chapeco,2001,12934.5,4,3690.26
foz_do_chapeco,2002,7112.6,3,2107.68
foz_do_chapeco,2003,6194.9,2,1487.2
foz_do_chapeco,2004,4531.1,1,782.97
foz_do_chapeco,2005,12750.1,3,3959.1
foz_do_chapeco,2006,4789.3,1,827.59
foz_do_chapeco,2007,7474.3,2,1666.92
foz_do_chapeco,2008,9282.0,4,2940.08
foz_do_chapeco,2009,13153.8,6,5502.25
foz_do_chapeco,2010,10616.3,5,4336.14
foz_do_chapeco,2011,12620.9,2,3136.54
foz_do_chapeco,2012,4292.6,2,1075.2
foz_do_chapeco,2013,11669.0,3,3517.51
foz_do_chapeco,2014,22390.9,4,6803.66
foz_do_chapeco,2015,13637.6,7,5274.71
foz_do_chapeco,2016,6653.1,2,1540.45
foz_do_chapeco,2017,16720.7,8,7127.07
foz_do_chapeco,2018,6766.1,2,1585.79
foz_do_chapeco,2019,8729.0,4,3005.18
foz_do_chapeco,2020,6994.5,3,2087.17
foz_do_chapeco,2021,4207.3,2,1078.92
foz_do_chapeco,2022,13644.1,3,4187.76
foz_do_chapeco,2023,21274.5,4,5877.91
qubra_queixo,1957,1136.1,10,486.89
qubra_queixo,1958,291.7,2,73.01
qubra_queixo,1959,199.6,0,0.0
qubra_queixo,1960,371.8,1,64.25
qubra_queixo,1961,653.4,3,183.24
qubra_queixo,1962,520.0,2,121.11
qubra_queixo,1963,574.0,3,156.5
qubra_queixo,1964,321.3,1,55.52
qubra_queixo,1965,826.6,3,244.15
qubra_queixo,1966,1198.9,3,329.12
qubra_queixo,1967,425.1,1,73.46
qubra_queixo,1968,222.6,1,38.47
qubra_queixo,1969,444.8,2,101.22
qubra_queixo,1970,606.7,5,247.19
qubra_queixo,1971,818.5,5,278.87
qubra_queixo,1972,1337.5,4,441.58
qubra_queixo,1973,592.9,2,127.87
qubra_queixo,1974,560.7,2,129.06
qubra_queixo,1975,919.3,2,201.49
qubra_queixo,1976,545.3,2,129.25
qubra_queixo,1977,431.7,2,99.14
qubra_queixo,1978,421.0,3,118.13
qubra_queixo,1979,906.5,2,195.22
qubra_queixo,1980,387.1,1,66.89
qubra_queixo,1981,388.4,2,89.87
qubra_queixo,1982,752.1,3,193.38
qubra_queixo,1983,2280.1,4,637.53
qubra_queixo,1984,996.8,2,222.38
qubra_queixo,1985,183.0,0,0.0
qubra_queixo,1986,351.3,2,79.21
qubra_queixo,1987,948.9,2,199.17
qubra_queixo,1988,759.6,2,167.94
qubra_queixo,1989,1291.8,3,316.22
qubra_queixo,1990,1183.2,9,797.9
qubra_queixo,1991,561.5,2,134.47
qubra_queixo,1992,1475.7,7,590.68
qubra_queixo,1993,697.8,7,321.16
qubra_queixo,1994,595.7,2,133.38
qubra_queixo,1995,582.9,2,128.85
qubra_queixo,1996,801.9,9,373.61
qubra_queixo,1997,729.8,14,556.55
qubra_queixo,1998,1048.3,4,323.27
qubra_queixo,1999,968.0,3,254.09
qubra_queixo,2000,858.4,2,193.17
qubra_queixo,2001,774.6,3,226.04
qubra_queixo,2002,403.2,2,98.5
qubra_queixo,2003,815.4,2,194.21
qubra_queixo,2004,352.9,3,119.3
qubra_queixo,2005,722.9,4,244.36
qubra_queixo,2006,182.0,0,0.0
qubra_queixo,2007,655.3,7,361.61
qubra_queixo,2008,733.6,2,160.76
qubra_queixo,2009,680.7,2,173.25
qubra_queixo,2010,766.3,2,186.97
qubra_queixo,2011,928.3,2,197.58
qubra_queixo,2012,170.9,0,0.0
qubra_queixo,2013,506.7,1,87.56
qubra_queixo,2014,1226.4,3,299.67
qubra_queixo,2015,563.2,5,205.07
qubra_queixo,2016,436.0,2,97.68
qubra_queixo,2017,493.9,4,171.76
qubra_queixo,2018,483.6,5,190.48
qubra_queixo,2019,557.7,5,210.82
qubra_queixo,2020,437.7,3,129.57
qubra_queixo,2021,313.3,2,76.17
qubra_queixo,2022,1416.7,3,374.23
qubra_queixo,2023,962.9,8,580.31
aguas_do_chapeco,1960,986.5,1,170.47
aguas_do_chapeco,1961,2422.9,3,689.15
aguas_do_chapeco,1962,1350.6,2,334.12
aguas_do_chapeco,1963,1814.1,3,522.77
aguas_do_chapeco,1964,777.7,0,0.0
aguas_do_chapeco,1965,2547.7,2,566.33
aguas_do_chapeco,1966,3093.6,3,905.86
aguas_do_chapeco,1967,1212.4,1,209.5
aguas_do_chapeco,1968,765.0,0,0.0
aguas_do_chapeco,1969,1147.0,2,269.95
aguas_do_chapeco,1970,1808.9,5,753.53
aguas_do_chapeco,1971,2169.4,2,486.54
aguas_do_chapeco,1972,3744.5,3,1003.22
aguas_do_chapeco,1973,1913.7,2,434.83
aguas_do_chapeco,1974,1363.0,2,328.91
aguas_do_chapeco,1975,2482.0,2,566.53
aguas_do_chapeco,1976,1498.0,2,368.9
aguas_do_chapeco,1977,1147.4,2,275.97
aguas_do_chapeco,1978,938.5,2,230.58
aguas_do_chapeco,1979,2186.5,2,498.58
aguas_do_chapeco,1980,782.0,1,135.13
aguas_do_chapeco,1981,891.6,1,154.07
aguas_do_chapeco,1982,1661.6,2,399.96
aguas_do_chapeco,1983,5802.4,4,1750.51
aguas_do_chapeco,1984,2467.8,2,576.24
aguas_do_chapeco,1985,969.1,1,167.46
aguas_do_chapeco,1986,1357.0,2,347.43
aguas_do_chapeco,1987,2540.9,2,559.54
aguas_do_chapeco,1988,2327.6,3,604.76
aguas_do_chapeco,1989,3307.3,3,860.58
aguas_do_chapeco,1990,3529.9,8,2214.47
aguas_do_chapeco,1991,1551.1,2,344.6
aguas_do_chapeco,1992,3557.8,7,1520.32
aguas_do_chapeco,1993,1600.9,6,763.89
aguas_do_chapeco,1994,1606.2,2,373.67
aguas_do_chapeco,1995,2412.5,3,681.96
aguas_do_chapeco,1996,2635.5,9,1274.06
aguas_do_chapeco,1997,2011.7,4,698.47
aguas_do_chapeco,1998,2507.6,4,819.67
aguas_do_chapeco,1999,2037.1,3,579.82
aguas_do_chapeco,2000,2002.4,2,469.51
aguas_do_chapeco,2001,2072.5,2,459.8
aguas_do_chapeco,2002,1141.3,3,358.72
aguas_do_chapeco,2003,2655.9,3,727.46
aguas_do_chapeco,2004,1155.2,2,292.47
aguas_do_chapeco,2005,2237.8,4,799.77
aguas_do_chapeco,2006,646.0,0,0.0
aguas_do_chapeco,2007,2162.6,2,500.12
aguas_do_chapeco,2008,2248.7,2,517.21
aguas_do_chapeco,2009,1611.4,1,278.45
aguas_do_chapeco,2010,2152.9,3,605.5
aguas_do_chapeco,2011,2162.9,2,485.18
aguas_do_chapeco,2012,493.4,0,0.0
aguas_do_chapeco,2013,1383.8,2,345.29
aguas_do_chapeco,2014,3554.8,3,924.58
aguas_do_chapeco,2015,1909.1,5,722.28
aguas_do_chapeco,2016,1159.0,2,269.08
aguas_do_chapeco,2017,1634.2,4,595.15
aguas_do_chapeco,2018,1283.5,4,478.42
aguas_do_chapeco,2019,1409.7,4,488.32
aguas_do_chapeco,2020,1470.5,2,331.75
aguas_do_chapeco,2021,859.4,1,148.5
aguas_do_chapeco,2022,3557.8,3,1010.04
aguas_do_chapeco,2023,2358.1,7,1312.52
